datetime,quantity,exposure,rate,smt_bid,smt_ask
2022/9/1 6:29,6633536,-3466796.93,139.0104,138.999,139.05
2022/9/1 6:30,28203964,24737167.07,139.0204,139.015,139.039
2022/9/1 6:31,7950203,32687370.07,139.0066,139.014,139.039
2022/9/1 6:32,22199,32709569.07,139.0156,139.012,139.033
2022/9/1 6:33,-5256219,27453350.07,139.0159,139.011,139.027
2022/9/1 6:34,1645436.3,29098786.37,139.006,139.011,139.028
2022/9/1 6:35,1544502.38,30643288.75,139.0186,139.011,139.03
2022/9/1 6:36,931524,31574812.75,139.0101,139.012,139.03
2022/9/1 6:37,278116,31852928.75,139.01,139.012,139.03
2022/9/1 6:38,-1091550,30761378.75,139.0181,139.011,139.03
2022/9/1 6:39,361104,31122482.75,139.0251,139.012,139.036
2022/9/1 6:40,-6493079,24629403.75,139.0251,139.011,139.034
2022/9/1 6:41,4144125,28773528.75,139.018,139.027,139.041
2022/9/1 6:42,-942942,27830586.75,139.0411,139.025,139.052
2022/9/1 6:43,1858114.68,29688701.43,139.054,139.026,139.048
2022/9/1 6:44,-1143446,28545255.43,139.0414,139.035,139.052
2022/9/1 6:45,-4247349,24297906.43,139.0411,139.035,139.052
2022/9/1 6:46,130957,24428863.43,139.0395,139.03,139.051
2022/9/1 6:47,-696302,23732561.43,139.044,139.033,139.051
2022/9/1 6:48,-5801002.37,17931559.06,139.044,139.033,139.051
2022/9/1 6:49,9365688,27297247.06,139.0398,139.034,139.049
2022/9/1 6:50,-219087.26,27078159.8,139.0411,139.043,139.051
2022/9/1 6:51,-2601014,24477145.8,139.0456,139.043,139.051
2022/9/1 6:52,-673590,23803555.8,139.049,139.043,139.053
2022/9/1 6:53,44103.7,23847659.5,139.0464,139.037,139.051
2022/9/1 6:54,4291594,28139253.5,139.042,139.037,139.051
2022/9/1 6:55,-1299762.24,26839491.26,139.0441,139.036,139.051
2022/9/1 6:56,5539187,32378678.26,139.0488,139.038,139.062
2022/9/1 6:57,-1334168.17,31044510.09,139.06,139.062,139.081
2022/9/1 6:58,-3228933,27815577.09,139.0823,139.065,139.088
2022/9/1 6:59,509256.77,28324833.86,139.095,139.063,139.081
2022/9/1 7:00,8258511,36583344.86,139.075,139.069,139.092
2022/9/1 7:01,-906967,35676377.86,139.069,139.044,139.058
2022/9/1 7:02,11135605,46811982.86,139.033,139.036,139.051
2022/9/1 7:03,-6732904.58,40079078.28,139.0484,139.043,139.057
2022/9/1 7:04,-6137159.03,33941919.25,139.055,139.039,139.053
2022/9/1 7:05,4419017,38360936.25,139.0385,139.027,139.037
2022/9/1 7:06,3299583,41660519.25,139.0483,139.043,139.055
2022/9/1 7:07,6738901,48399420.25,139.0551,139.051,139.063
2022/9/1 7:08,-2609779,45789641.25,139.056,139.05,139.066
2022/9/1 7:09,-10216733.39,35572907.86,139.06,139.055,139.066
2022/9/1 7:10,9534180,45107087.86,139.082,139.079,139.09
2022/9/1 7:11,13054173,58161260.86,139.102,139.099,139.107
2022/9/1 7:12,-4052260,54109000.86,139.107,139.101,139.113
2022/9/1 7:13,-2078413.22,52030587.64,139.1265,139.125,139.132
2022/9/1 7:14,6219243,58249830.64,139.1,139.099,139.108
2022/9/1 7:15,-2829153,55420677.64,139.096,139.098,139.104
2022/9/1 7:16,2712729.7,58133407.34,139.0974,139.097,139.104
2022/9/1 7:17,602091,58735498.34,139.1,139.095,139.105
2022/9/1 7:18,-1852629,56882869.34,139.096,139.092,139.103
2022/9/1 7:19,-3061204.79,53821664.55,139.095,139.092,139.1
2022/9/1 7:20,4499353,58321017.55,139.095,139.089,139.097
2022/9/1 7:21,-4147353,54173664.55,139.0765,139.07,139.078
2022/9/1 7:22,2280150.28,56453814.83,139.062,139.058,139.068
2022/9/1 7:23,-384588.6,56069226.23,139.0558,139.049,139.059
2022/9/1 7:24,-4203619,51865607.23,139.0369,139.035,139.046
2022/9/1 7:25,4575927,56441534.23,139.048,139.043,139.056
2022/9/1 7:26,-6052391.78,50389142.45,139.0461,139.038,139.049
2022/9/1 7:27,740413,51129555.45,139.0779,139.072,139.085
2022/9/1 7:28,5806838,56936393.45,139.079,139.069,139.083
2022/9/1 7:29,-1795970,55140423.45,139.0539,139.047,139.06
2022/9/1 7:30,-953456,54186967.45,139.072,139.065,139.077
2022/9/1 7:31,-10047383,44139584.45,139.069,139.06,139.072
2022/9/1 7:32,-620183,43519401.45,139.082,139.074,139.086
2022/9/1 7:33,3676641,47196042.45,139.0734,139.066,139.076
2022/9/1 7:34,-1307493.9,45888548.55,139.0744,139.067,139.079
2022/9/1 7:35,5019256.28,50907804.83,139.0539,139.051,139.059
2022/9/1 7:36,-2441780,48466024.83,139.065,139.055,139.067
2022/9/1 7:37,-4179353,44286671.83,139.0509,139.044,139.058
2022/9/1 7:38,669300,44955971.83,139.0616,139.054,139.067
2022/9/1 7:39,2419011.37,47374983.2,139.08,139.075,139.087
2022/9/1 7:40,1605474.1,48980457.3,139.0803,139.075,139.086
2022/9/1 7:41,1962867.55,50943324.85,139.0798,139.074,139.086
2022/9/1 7:42,767707.71,51711032.56,139.082,139.069,139.081
2022/9/1 7:43,-160106,51550926.56,139.072,139.068,139.081
2022/9/1 7:44,-5352250,46198676.56,139.0734,139.068,139.081
2022/9/1 7:45,-1462897,44735779.56,139.068,139.061,139.072
2022/9/1 7:46,-3099333,41636446.56,139.074,139.067,139.079
2022/9/1 7:47,7719450,49355896.56,139.0783,139.072,139.083
2022/9/1 7:48,2059183,51415079.56,139.0826,139.078,139.089
2022/9/1 7:49,-2008991,49406088.56,139.08,139.075,139.087
2022/9/1 7:50,-2539453,46866635.56,139.081,139.076,139.085
2022/9/1 7:51,5425139,52291774.56,139.0801,139.072,139.082
2022/9/1 7:52,2348940,54640714.56,139.08,139.076,139.086
2022/9/1 7:53,-4830334,49810380.56,139.06,139.056,139.067
2022/9/1 7:54,-16698610,33111770.56,139.07,139.058,139.072
2022/9/1 7:55,2724024,35835794.56,139.076,139.066,139.078
2022/9/1 7:56,3609239,39445033.56,139.0671,139.055,139.068
2022/9/1 7:57,3322531,42767564.56,139.0518,139.045,139.056
2022/9/1 7:58,-2195142,40572422.56,139.055,139.047,139.058
2022/9/1 7:59,-995736.44,39576686.12,139.055,139.055,139.067
2022/9/1 8:00,4262305,43838991.12,139.07,139.075,139.086
2022/9/1 8:01,-5133309.27,38705681.85,139.0869,139.082,139.093
2022/9/1 8:02,12512471,51218152.85,139.088,139.083,139.094
2022/9/1 8:03,-2040915,49177237.85,139.106,139.103,139.112
2022/9/1 8:04,-13113572.06,36063665.79,139.122,139.121,139.128
2022/9/1 8:05,2759995,38823660.79,139.1274,139.123,139.132
2022/9/1 8:06,-8922214.52,29901446.27,139.18,139.175,139.185
2022/9/1 8:07,-1452771,28448675.27,139.1896,139.19,139.201
2022/9/1 8:08,7351728.26,35800403.53,139.2012,139.193,139.202
2022/9/1 8:09,6045956.87,41846360.4,139.1831,139.181,139.19
2022/9/1 8:10,-6036943,35809417.4,139.196,139.188,139.198
2022/9/1 8:11,-185287,35624130.4,139.184,139.177,139.185
2022/9/1 8:12,12513972.94,48138103.34,139.1711,139.169,139.179
2022/9/1 8:13,-1401827.04,46736276.3,139.185,139.186,139.194
2022/9/1 8:14,1656933.4,48393209.7,139.198,139.191,139.202
2022/9/1 8:15,-2812838.08,45580371.62,139.181,139.179,139.187
2022/9/1 8:16,1651361.63,47231733.25,139.194,139.189,139.2
2022/9/1 8:17,6173155.03,53404888.28,139.2173,139.213,139.221
2022/9/1 8:18,-6499205,46905683.28,139.215,139.211,139.22
2022/9/1 8:19,-10874345,36031338.28,139.2305,139.225,139.236
2022/9/1 8:20,2035491,38066829.28,139.247,139.241,139.248
2022/9/1 8:21,17544440,55611269.28,139.216,139.212,139.223
2022/9/1 8:22,-10633747.3,44977521.98,139.2416,139.237,139.247
2022/9/1 8:23,2043330.28,47020852.26,139.248,139.244,139.254
2022/9/1 8:24,5486019,52506871.26,139.2483,139.245,139.254
2022/9/1 8:25,-9982315,42524556.26,139.2365,139.232,139.24
2022/9/1 8:26,-2170310,40354246.26,139.2329,139.23,139.237
2022/9/1 8:27,4876763.09,45231009.35,139.219,139.216,139.225
2022/9/1 8:28,1571839,46802848.35,139.244,139.24,139.249
2022/9/1 8:29,4878897.39,51681745.74,139.2477,139.242,139.25
2022/9/1 8:30,-11009347,40672398.74,139.277,139.275,139.281
2022/9/1 8:31,5702435,46374833.74,139.272,139.269,139.277
2022/9/1 8:32,-3508259,42866574.74,139.263,139.263,139.272
2022/9/1 8:33,375501.6,43242076.34,139.2425,139.242,139.249
2022/9/1 8:34,-2541795.99,40700280.35,139.243,139.238,139.247
2022/9/1 8:35,444587,41144867.35,139.255,139.248,139.256
2022/9/1 8:36,9839730,50984597.35,139.275,139.272,139.281
2022/9/1 8:37,1313225,52297822.35,139.2665,139.263,139.272
2022/9/1 8:38,-6408587,45889235.35,139.267,139.269,139.277
2022/9/1 8:39,7710847,53600082.35,139.2693,139.27,139.276
2022/9/1 8:40,-17729952,35870130.35,139.292,139.29,139.298
2022/9/1 8:41,16596653.73,52466784.08,139.299,139.291,139.3
2022/9/1 8:42,14822562,67289346.08,139.268,139.268,139.276
2022/9/1 8:43,17324416,84613762.08,139.265,139.266,139.274
2022/9/1 8:44,2812804,87426566.08,139.261,139.258,139.266
2022/9/1 8:45,-4363748,83062818.08,139.27,139.266,139.275
2022/9/1 8:46,19903019,102965837.1,139.2774,139.274,139.281
2022/9/1 8:47,11217572,114183409.1,139.2803,139.277,139.285
2022/9/1 8:48,14211257,128394666.1,139.2799,139.28,139.289
2022/9/1 8:49,2093156,130487822.1,139.291,139.291,139.298
2022/9/1 8:50,8741492.85,139229314.9,139.341,139.337,139.346
2022/9/1 8:51,13632362.22,152861677.2,139.3606,139.358,139.365
2022/9/1 8:52,792456,153654133.2,139.39,139.387,139.396
2022/9/1 8:53,24198732,177852865.2,139.377,139.369,139.378
2022/9/1 8:54,-3266977.29,174585887.9,139.3795,139.376,139.383
2022/9/1 8:55,-20161357,154424530.9,139.429,139.423,139.43
2022/9/1 8:56,27627138.93,182051669.8,139.4049,139.403,139.411
2022/9/1 8:57,3067928.43,185119598.2,139.319,139.323,139.329
2022/9/1 8:58,15192107.02,200311705.2,139.2807,139.281,139.287
2022/9/1 8:59,4656677.13,204968382.4,139.3008,139.31,139.308
2022/9/1 9:00,-7963341.58,197005040.8,139.3431,139.328,139.334
2022/9/1 9:01,7431753.46,204436794.3,139.305,139.307,139.316
2022/9/1 9:02,-3706344.11,200730450.1,139.3538,139.347,139.355
2022/9/1 9:03,15240593,215971043.1,139.324,139.317,139.328
2022/9/1 9:04,5643396.04,221614439.2,139.3449,139.339,139.348
2022/9/1 9:05,-8352592,213261847.2,139.3691,139.381,139.39
2022/9/1 9:06,11911383.17,225173230.4,139.4141,139.411,139.42
2022/9/1 9:07,-450875.15,224722355.2,139.4051,139.397,139.403
2022/9/1 9:08,24147314.45,248869669.7,139.3948,139.405,139.413
2022/9/1 9:09,-22817207.5,226052462.2,139.367,139.364,139.373
2022/9/1 9:10,20357813.75,246410275.9,139.357,139.348,139.356
2022/9/1 9:11,9628857.7,256039133.6,139.3386,139.335,139.345
2022/9/1 9:12,3567027,259606160.6,139.3423,139.339,139.348
2022/9/1 9:13,-4208558.83,255397601.8,139.404,139.4,139.41
2022/9/1 9:14,18649914.8,274047516.6,139.4556,139.453,139.461
2022/9/1 9:15,8789122.6,282836639.2,139.4343,139.434,139.44
2022/9/1 9:16,-9507541,273329098.2,139.4873,139.477,139.482
2022/9/1 9:17,1413978.66,274743076.8,139.4846,139.483,139.491
2022/9/1 9:18,-1556512,273186564.8,139.489,139.489,139.497
2022/9/1 9:19,37900700.04,311087264.9,139.4993,139.496,139.505
2022/9/1 9:20,1402194.77,312489459.6,139.541,139.538,139.544
2022/9/1 9:21,-622041,311867418.6,139.509,139.513,139.52
2022/9/1 9:22,-5741428,306125990.6,139.471,139.472,139.479
2022/9/1 9:23,20300254.5,326426245.1,139.5345,139.529,139.537
2022/9/1 9:24,9225024.19,335651269.3,139.579,139.58,139.586
2022/9/1 9:25,-24604116,311047153.3,139.5654,139.555,139.563
2022/9/1 9:26,-4871594,306175559.3,139.5305,139.528,139.538
2022/9/1 9:27,-20956041,285219518.3,139.539,139.538,139.548
2022/9/1 9:28,7607162.21,292826680.5,139.5626,139.547,139.556
2022/9/1 9:29,-1727921.66,291098758.9,139.521,139.519,139.527
2022/9/1 9:30,22159961.19,313258720.1,139.542,139.539,139.547
2022/9/1 9:31,-5493897,307764823.1,139.529,139.53,139.54
2022/9/1 9:32,-3193217.38,304571605.7,139.524,139.518,139.527
2022/9/1 9:33,-2567823.88,302003781.8,139.5206,139.518,139.525
2022/9/1 9:34,12870230,314874011.8,139.5416,139.539,139.55
2022/9/1 9:35,19752195,334626206.8,139.5283,139.529,139.536
2022/9/1 9:36,2294000.93,336920207.7,139.494,139.478,139.489
2022/9/1 9:37,-19522014,317398193.7,139.4999,139.497,139.505
2022/9/1 9:38,2025573,319423766.7,139.546,139.54,139.548
2022/9/1 9:39,23023905.03,342447671.8,139.567,139.573,139.581
2022/9/1 9:40,12732764.69,355180436.5,139.562,139.553,139.56
2022/9/1 9:41,13758484.37,368938920.8,139.5524,139.543,139.551
2022/9/1 9:42,6458849.29,375397770.1,139.5449,139.544,139.551
2022/9/1 9:43,82349.81,375480119.9,139.534,139.529,139.536
2022/9/1 9:44,-10352724.48,365127395.5,139.5256,139.523,139.532
2022/9/1 9:45,-26351200,338776195.5,139.5015,139.497,139.503
2022/9/1 9:46,15349671.88,354125867.3,139.4868,139.491,139.501
2022/9/1 9:47,-5431783.59,348694083.7,139.517,139.509,139.517
2022/9/1 9:48,-3503055.27,345191028.5,139.5249,139.521,139.528
2022/9/1 9:49,-3029353.98,342161674.5,139.49,139.496,139.504
2022/9/1 9:50,-5104472.42,337057202.1,139.4739,139.47,139.479
2022/9/1 9:51,-18490823.58,318566378.5,139.44,139.44,139.45
2022/9/1 9:52,20940615.88,339506994.4,139.409,139.408,139.418
2022/9/1 9:53,-25272146,314234848.4,139.446,139.443,139.453
2022/9/1 9:54,2369879.46,316604727.8,139.414,139.404,139.411
2022/9/1 9:55,46272058.91,362876786.7,139.47,139.456,139.466
2022/9/1 9:56,15100213,377976999.7,139.4565,139.451,139.459
2022/9/1 9:57,23861664.96,401838664.7,139.4573,139.452,139.459
2022/9/1 9:58,-11779480,390059184.7,139.4708,139.474,139.486
2022/9/1 9:59,21805491.4,411864676.1,139.4743,139.473,139.48
2022/9/1 10:00,5698870.36,417563546.5,139.478,139.469,139.476
2022/9/1 10:01,-21864612,395698934.5,139.42,139.418,139.425
2022/9/1 10:02,-2429864,393269070.5,139.41,139.406,139.417
2022/9/1 10:03,3784792.42,397053862.9,139.4173,139.418,139.428
2022/9/1 10:04,19014150,416068012.9,139.4327,139.428,139.434
2022/9/1 10:05,4644553,420712565.9,139.406,139.4,139.408
2022/9/1 10:06,6409484.06,427122049.9,139.382,139.375,139.382
2022/9/1 10:07,-1715564.71,425406485.2,139.437,139.429,139.435
2022/9/1 10:08,5110820.98,430517306.2,139.419,139.414,139.42
2022/9/1 10:09,-12863588.83,417653717.4,139.385,139.377,139.386
2022/9/1 10:10,30862688.44,448516405.8,139.403,139.398,139.406
2022/9/1 10:11,-7229448,441286957.8,139.413,139.411,139.416
2022/9/1 10:12,3059861,444346818.8,139.4359,139.43,139.432
2022/9/1 10:13,-13587675.43,430759143.4,139.464,139.447,139.452
2022/9/1 10:14,15936248.21,446695391.6,139.4504,139.456,139.464
2022/9/1 10:15,-16720256.37,429975135.2,139.469,139.46,139.468
2022/9/1 10:16,-3930514.08,426044621.2,139.42,139.417,139.425
2022/9/1 10:17,12396942.73,438441563.9,139.4041,139.405,139.412
2022/9/1 10:18,-11700235,426741328.9,139.4056,139.399,139.408
2022/9/1 10:19,-12465016,414276312.9,139.414,139.41,139.414
2022/9/1 10:20,17066253.77,431342566.7,139.4316,139.425,139.433
2022/9/1 10:21,1603039,432945605.7,139.43,139.426,139.432
2022/9/1 10:22,1732418,434678023.7,139.421,139.42,139.425
2022/9/1 10:23,-9734696,424943327.7,139.4276,139.422,139.43
2022/9/1 10:24,6331673.55,431275001.2,139.431,139.437,139.447
2022/9/1 10:25,19167350.7,450442351.9,139.4511,139.453,139.461
2022/9/1 10:26,-30103,450412248.9,139.4493,139.445,139.451
2022/9/1 10:27,-753608,449658640.9,139.469,139.467,139.474
2022/9/1 10:28,-4646997,445011643.9,139.446,139.441,139.449
2022/9/1 10:29,5968019,450979662.9,139.4863,139.479,139.485
2022/9/1 10:30,-5297463.66,445682199.2,139.477,139.494,139.498
2022/9/1 10:31,9710925,455393124.2,139.545,139.538,139.543
2022/9/1 10:32,28638951.72,484032076,139.561,139.569,139.571
2022/9/1 10:33,34415900.8,518447976.8,139.6426,139.632,139.643
2022/9/1 10:34,-10946830.45,507501146.3,139.6378,139.638,139.641
2022/9/1 10:35,-21288074.23,486213072.1,139.5863,139.579,139.587
2022/9/1 10:36,13162316.35,499375388.4,139.573,139.566,139.575
2022/9/1 10:37,-12162874.81,487212513.6,139.586,139.58,139.588
2022/9/1 10:38,20331381.13,507543894.8,139.632,139.634,139.64
2022/9/1 10:39,-10608289,496935605.8,139.637,139.635,139.641
2022/9/1 10:40,-6584132.93,490351472.8,139.6175,139.613,139.621
2022/9/1 10:41,4770969.74,495122442.6,139.602,139.599,139.607
2022/9/1 10:42,-7294782.76,487827659.8,139.6026,139.6,139.605
2022/9/1 10:43,-16588492,471239167.8,139.576,139.572,139.582
2022/9/1 10:44,1617064.73,472856232.5,139.559,139.555,139.564
2022/9/1 10:45,-6331887,466524345.5,139.562,139.557,139.566
2022/9/1 10:46,-10976573.81,455547771.7,139.522,139.515,139.522
2022/9/1 10:47,-2609798.54,452937973.2,139.5368,139.531,139.538
2022/9/1 10:48,-2167893.12,450770080.1,139.5579,139.554,139.561
2022/9/1 10:49,8192738.94,458962819,139.5618,139.56,139.569
2022/9/1 10:50,206553.89,459169372.9,139.568,139.564,139.573
2022/9/1 10:51,207487.15,459376860,139.5483,139.544,139.552
2022/9/1 10:52,-12298212,447078648,139.5421,139.541,139.547
2022/9/1 10:53,-6716118.19,440362529.9,139.5505,139.541,139.549
2022/9/1 10:54,7897853.04,448260382.9,139.5431,139.544,139.55
2022/9/1 10:55,-12043424.2,436216958.7,139.5586,139.553,139.563
2022/9/1 10:56,5201874.33,441418833,139.5246,139.519,139.53
2022/9/1 10:57,-6835196.55,434583636.5,139.512,139.514,139.523
2022/9/1 10:58,3763879,438347515.5,139.479,139.476,139.483
2022/9/1 10:59,1749748.08,440097263.6,139.4853,139.477,139.485
2022/9/1 11:00,10753517.8,450850781.4,139.509,139.503,139.511
2022/9/1 11:01,15530216,466380997.4,139.512,139.511,139.518
2022/9/1 11:02,4330388,470711385.4,139.54,139.54,139.548
2022/9/1 11:03,1660037.14,472371422.5,139.527,139.524,139.531
2022/9/1 11:04,1755611,474127033.5,139.509,139.506,139.512
2022/9/1 11:05,-817616,473309417.5,139.496,139.486,139.495
2022/9/1 11:06,536329.62,473845747.1,139.52,139.518,139.522
2022/9/1 11:07,1423154.88,475268902,139.5123,139.507,139.514
2022/9/1 11:08,3026402,478295304,139.506,139.501,139.509
2022/9/1 11:09,-12861727.64,465433576.4,139.513,139.505,139.512
2022/9/1 11:10,5612999.88,471046576.2,139.5049,139.504,139.511
2022/9/1 11:11,-1229337.03,469817239.2,139.5193,139.514,139.521
2022/9/1 11:12,3528131.85,473345371.1,139.515,139.515,139.519
2022/9/1 11:13,3871233.92,477216605,139.493,139.489,139.495
2022/9/1 11:14,-4644355.74,472572249.2,139.506,139.503,139.509
2022/9/1 11:15,-611103.56,471961145.7,139.503,139.497,139.502
2022/9/1 11:16,-6392227.54,465568918.1,139.496,139.494,139.502
2022/9/1 11:17,11487099.69,477056017.8,139.52,139.506,139.513
2022/9/1 11:18,-5452860.72,471603157.1,139.507,139.5,139.507
2022/9/1 11:19,-2914449.54,468688707.6,139.5195,139.515,139.522
2022/9/1 11:20,-1456831.56,467231876,139.529,139.525,139.532
2022/9/1 11:21,1373100.83,468604976.8,139.5281,139.52,139.525
2022/9/1 11:22,-14040995,454563981.8,139.5396,139.536,139.542
2022/9/1 11:23,4328824.7,458892806.5,139.53,139.519,139.525
2022/9/1 11:24,2811852.04,461704658.6,139.5049,139.499,139.506
2022/9/1 11:25,-4098896,457605762.6,139.501,139.498,139.505
2022/9/1 11:26,16677035.09,474282797.7,139.481,139.474,139.482
2022/9/1 11:27,-11000575,463282222.7,139.467,139.463,139.467
2022/9/1 11:28,483252,463765474.7,139.454,139.448,139.457
2022/9/1 11:29,7317001,471082475.7,139.4628,139.459,139.464
2022/9/1 11:30,-1697243.79,469385231.9,139.49,139.459,139.467
2022/9/1 11:31,6711111.86,476096343.7,139.459,139.45,139.459
2022/9/1 11:32,1024675,477121018.7,139.467,139.464,139.47
2022/9/1 11:33,-13204.36,477107814.4,139.479,139.475,139.483
2022/9/1 11:34,-2710305,474397509.4,139.475,139.474,139.48
2022/9/1 11:35,2612651,477010160.4,139.4683,139.464,139.471
2022/9/1 11:36,1138095,478148255.4,139.449,139.44,139.449
2022/9/1 11:37,257425.72,478405681.1,139.452,139.45,139.457
2022/9/1 11:38,-1110497.74,477295183.3,139.4691,139.467,139.474
2022/9/1 11:39,12597156,489892339.3,139.4816,139.481,139.486
2022/9/1 11:40,-2512601,487379738.3,139.4734,139.476,139.485
2022/9/1 11:41,-820043.42,486559694.9,139.4718,139.469,139.475
2022/9/1 11:42,17398287.84,503957982.8,139.4461,139.445,139.45
2022/9/1 11:43,-10206588.03,493751394.7,139.439,139.439,139.446
2022/9/1 11:44,-9287284,484464110.7,139.466,139.451,139.459
2022/9/1 11:45,9407651,493871761.7,139.4729,139.468,139.475
2022/9/1 11:46,-12071005,481800756.7,139.47,139.466,139.475
2022/9/1 11:47,-4344058.16,477456698.6,139.47,139.465,139.47
2022/9/1 11:48,-93060.41,477363638.2,139.4924,139.487,139.49
2022/9/1 11:49,7394545.47,484758183.6,139.4703,139.467,139.475
2022/9/1 11:50,2830068,487588251.6,139.496,139.491,139.501
2022/9/1 11:51,-14400926.75,473187324.9,139.48,139.476,139.481
2022/9/1 11:52,2074783,475262107.9,139.48,139.478,139.486
2022/9/1 11:53,-591956.63,474670151.3,139.4791,139.477,139.485
2022/9/1 11:54,4219493.51,478889644.8,139.4846,139.485,139.49
2022/9/1 11:55,505905.72,479395550.5,139.482,139.478,139.485
2022/9/1 11:56,3595685,482991235.5,139.509,139.505,139.513
2022/9/1 11:57,-295630,482695605.5,139.5,139.498,139.505
2022/9/1 11:58,-4117844,478577761.5,139.4934,139.488,139.495
2022/9/1 11:59,-1442467,477135294.5,139.4914,139.491,139.497
2022/9/1 12:00,-328952,476806342.5,139.493,139.49,139.495
2022/9/1 12:01,7659782,484466124.5,139.503,139.503,139.513
2022/9/1 12:02,11152839,495618963.5,139.5218,139.517,139.525
2022/9/1 12:03,-7614426.82,488004536.7,139.5181,139.519,139.525
2022/9/1 12:04,-2949072.81,485055463.9,139.5281,139.526,139.534
2022/9/1 12:05,-826675.79,484228788.1,139.5111,139.505,139.511
2022/9/1 12:06,-5538671.01,478690117.1,139.473,139.47,139.479
2022/9/1 12:07,10719734,489409851.1,139.49,139.487,139.494
2022/9/1 12:08,-2006893.61,487402957.4,139.529,139.529,139.535
2022/9/1 12:09,10769787,498172744.4,139.554,139.547,139.555
2022/9/1 12:10,5308268.62,503481013.1,139.5966,139.6,139.606
2022/9/1 12:11,-4999328.04,498481685,139.5661,139.569,139.575
2022/9/1 12:12,2811796,501293481,139.57,139.568,139.573
2022/9/1 12:13,-3137094.42,498156386.6,139.575,139.57,139.579
2022/9/1 12:14,1146016.17,499302402.8,139.545,139.541,139.55
2022/9/1 12:15,-6146703,493155699.8,139.558,139.561,139.566
2022/9/1 12:16,1432311,494588010.8,139.5564,139.552,139.561
2022/9/1 12:17,193194.1,494781204.9,139.5478,139.543,139.55
2022/9/1 12:18,7484636.81,502265841.7,139.5583,139.554,139.562
2022/9/1 12:19,-702337.47,501563504.2,139.5574,139.552,139.562
2022/9/1 12:20,-236822,501326682.2,139.566,139.564,139.572
2022/9/1 12:21,-3540226.18,497786456,139.554,139.548,139.557
2022/9/1 12:22,7446717,505233173,139.561,139.557,139.565
2022/9/1 12:23,6106360,511339533,139.559,139.553,139.561
2022/9/1 12:24,-2109456.19,509230076.8,139.557,139.552,139.56
2022/9/1 12:25,-10451673.96,498778402.9,139.572,139.556,139.565
2022/9/1 12:26,-12409704.53,486368698.4,139.5546,139.551,139.559
2022/9/1 12:27,5967191.84,492335890.2,139.561,139.56,139.566
2022/9/1 12:28,-4546086.81,487789803.4,139.563,139.558,139.566
2022/9/1 12:29,1407124,489196927.4,139.556,139.549,139.557
2022/9/1 12:30,-5305539,483891388.4,139.549,139.546,139.553
2022/9/1 12:31,11690787.08,495582175.5,139.5753,139.57,139.578
2022/9/1 12:32,-511691.32,495070484.1,139.5768,139.572,139.579
2022/9/1 12:33,4505690,499576174.1,139.572,139.569,139.576
2022/9/1 12:34,-10068006.04,489508168.1,139.554,139.55,139.557
2022/9/1 12:35,-2549963,486958205.1,139.541,139.531,139.542
2022/9/1 12:36,-7744885.08,479213320,139.536,139.533,139.541
2022/9/1 12:37,8641549.3,487854869.3,139.544,139.539,139.546
2022/9/1 12:38,-3312369,484542500.3,139.532,139.525,139.533
2022/9/1 12:39,-300477.81,484242022.5,139.536,139.53,139.539
2022/9/1 12:40,4740915.93,488982938.4,139.5544,139.554,139.561
2022/9/1 12:41,-3058416.51,485924521.9,139.5751,139.575,139.58
2022/9/1 12:42,-249670,485674851.9,139.569,139.558,139.565
