datetime,quantity,exposure,rate,smt_bid,smt_ask
2022/9/6 7:27,-10870409.01,8085385.44,140.5106,140.497,140.506
2022/9/6 7:28,5525528.21,13610913.65,140.502,140.497,140.508
2022/9/6 7:29,-19681093,-6070179.35,140.505,140.5,140.506
2022/9/6 7:30,4873540,-1196639.35,140.51,140.505,140.513
2022/9/6 7:31,-1016266.04,-2212905.39,140.507,140.502,140.512
2022/9/6 7:32,772003,-1440902.39,140.5103,140.502,140.513
2022/9/6 7:33,-872629,-2313531.39,140.5108,140.505,140.515
2022/9/6 7:34,-2909571,-5223102.39,140.513,140.506,140.519
2022/9/6 7:35,2563367,-2659735.39,140.507,140.502,140.514
2022/9/6 7:36,5174930,2515194.61,140.51,140.504,140.514
2022/9/6 7:37,-1370066,1145128.61,140.5058,140.498,140.508
2022/9/6 7:38,-135896.35,1009232.26,140.5,140.496,140.505
2022/9/6 7:39,-2096106,-1086873.74,140.5,140.488,140.499
2022/9/6 7:40,2439472,1352598.26,140.4625,140.458,140.471
2022/9/6 7:41,-18104552,-16751953.74,140.4903,140.485,140.493
2022/9/6 7:42,2914346,-13837607.74,140.474,140.464,140.475
2022/9/6 7:43,1538118.5,-12299489.24,140.4805,140.472,140.484
2022/9/6 7:44,-92711,-12392200.24,140.4956,140.492,140.501
2022/9/6 7:45,1696096.98,-10696103.26,140.511,140.503,140.515
2022/9/6 7:46,-2932207,-13628310.26,140.51,140.504,140.514
2022/9/6 7:47,421975,-13206335.26,140.507,140.5,140.511
2022/9/6 7:48,5544522.97,-7661812.29,140.501,140.498,140.508
2022/9/6 7:49,192550.5,-7469261.79,140.495,140.49,140.502
2022/9/6 7:50,-787892,-8257153.79,140.4983,140.492,140.504
2022/9/6 7:51,7212134.46,-1045019.33,140.486,140.48,140.491
2022/9/6 7:52,596048,-448971.33,140.488,140.486,140.494
2022/9/6 7:53,-11354672,-11803643.33,140.4595,140.454,140.464
2022/9/6 7:54,-8233223.22,-20036866.55,140.4559,140.452,140.462
2022/9/6 7:55,12011648,-8025218.55,140.464,140.46,140.47
2022/9/6 7:56,-9663412,-17688630.55,140.468,140.461,140.473
2022/9/6 7:57,-2442622.52,-20131253.07,140.467,140.46,140.472
2022/9/6 7:58,4632232,-15499021.07,140.463,140.459,140.469
2022/9/6 7:59,-4780657,-20279678.07,140.471,140.466,140.476
2022/9/6 8:00,-2855564,-23135242.07,140.469,140.467,140.476
2022/9/6 8:01,-6713572,-29848814.07,140.508,140.502,140.513
2022/9/6 8:02,5978044,-23870770.07,140.5124,140.506,140.517
2022/9/6 8:03,782293.3,-23088476.77,140.509,140.505,140.514
2022/9/6 8:04,6522468.69,-16566008.08,140.5104,140.504,140.513
2022/9/6 8:05,5196045,-11369963.08,140.511,140.504,140.515
2022/9/6 8:06,-183294,-11553257.08,140.512,140.506,140.515
2022/9/6 8:07,3882816.44,-7670440.64,140.4995,140.496,140.506
2022/9/6 8:08,-4349486.78,-12019927.42,140.491,140.486,140.495
2022/9/6 8:09,-3147171,-15167098.42,140.489,140.485,140.492
2022/9/6 8:10,-6081454.15,-21248552.57,140.4885,140.482,140.489
2022/9/6 8:11,801894,-20446658.57,140.489,140.481,140.488
2022/9/6 8:12,480668,-19965990.57,140.482,140.473,140.483
2022/9/6 8:13,-4556472,-24522462.57,140.4729,140.469,140.477
2022/9/6 8:14,3582271,-20940191.57,140.476,140.468,140.475
2022/9/6 8:15,4067032.16,-16873159.41,140.4793,140.474,140.481
2022/9/6 8:16,3615223,-13257936.41,140.4795,140.473,140.485
2022/9/6 8:17,-4901882,-18159818.41,140.466,140.461,140.471
2022/9/6 8:18,-11924972.83,-30084791.24,140.45,140.446,140.455
2022/9/6 8:19,7334645.63,-22750145.61,140.4504,140.443,140.454
2022/9/6 8:20,676314,-22073831.61,140.4495,140.446,140.454
2022/9/6 8:21,840994.18,-21232837.43,140.422,140.417,140.427
2022/9/6 8:22,-8796275.43,-30029112.86,140.4395,140.436,140.445
2022/9/6 8:23,5383831,-24645281.86,140.45,140.443,140.45
2022/9/6 8:24,-813873,-25459154.86,140.4411,140.435,140.446
2022/9/6 8:25,-1750722,-27209876.86,140.4498,140.443,140.454
2022/9/6 8:26,3987857,-23222019.86,140.472,140.466,140.477
2022/9/6 8:27,28266.33,-23193753.53,140.4685,140.465,140.476
2022/9/6 8:28,510724.7,-22683028.83,140.4689,140.465,140.475
2022/9/6 8:29,-5402503.37,-28085532.2,140.469,140.462,140.473
2022/9/6 8:30,-3667090,-31752622.2,140.4603,140.454,140.465
2022/9/6 8:31,-1282094,-33034716.2,140.466,140.46,140.472
2022/9/6 8:32,-12433245.84,-45467962.04,140.459,140.448,140.458
2022/9/6 8:33,767634,-44700328.04,140.46,140.454,140.464
2022/9/6 8:34,-3763488,-48463816.04,140.4679,140.464,140.473
2022/9/6 8:35,-319317,-48783133.04,140.4615,140.457,140.466
2022/9/6 8:36,-718279,-49501412.04,140.4551,140.452,140.462
2022/9/6 8:37,-7104153.58,-56605565.62,140.429,140.428,140.437
2022/9/6 8:38,-2502591.91,-59108157.53,140.424,140.418,140.423
2022/9/6 8:39,-1628466.43,-60736623.96,140.412,140.406,140.416
2022/9/6 8:40,4904266.12,-55832357.84,140.415,140.411,140.42
2022/9/6 8:41,-4076206,-59908563.84,140.4086,140.404,140.414
2022/9/6 8:42,-8037250,-67945813.84,140.4016,140.4,140.409
2022/9/6 8:43,-3160272,-71106085.84,140.4018,140.395,140.407
2022/9/6 8:44,-5921718.07,-77027803.91,140.3816,140.368,140.376
2022/9/6 8:45,-964766,-77992569.91,140.383,140.375,140.386
2022/9/6 8:46,-1179940,-79172509.91,140.3847,140.38,140.388
2022/9/6 8:47,9163483.48,-70009026.43,140.363,140.358,140.368
2022/9/6 8:48,-6040391,-76049417.43,140.354,140.351,140.359
2022/9/6 8:49,-5344079,-81393496.43,140.3637,140.358,140.367
2022/9/6 8:50,-9101382.14,-90494878.57,140.3709,140.369,140.377
2022/9/6 8:51,-10438548.33,-100933426.9,140.38,140.37,140.381
2022/9/6 8:52,-4631775,-105565201.9,140.3898,140.382,140.391
2022/9/6 8:53,-10743234,-116308435.9,140.3828,140.382,140.39
2022/9/6 8:54,5290295.54,-111018140.4,140.3818,140.379,140.388
2022/9/6 8:55,-9083012,-120101152.4,140.403,140.4,140.407
2022/9/6 8:56,-7510001,-127611153.4,140.4118,140.405,140.414
2022/9/6 8:57,-408234,-128019387.4,140.4166,140.411,140.419
2022/9/6 8:58,8059036.13,-119960351.2,140.4335,140.429,140.439
2022/9/6 8:59,-6450103.99,-126410455.2,140.423,140.432,140.439
2022/9/6 9:00,-1139895,-127550350.2,140.4341,140.423,140.432
2022/9/6 9:01,-6313268,-133863618.2,140.442,140.437,140.445
2022/9/6 9:02,1602952.11,-132260666.1,140.4092,140.403,140.41
2022/9/6 9:03,-4921271.78,-137181937.9,140.3843,140.377,140.385
2022/9/6 9:04,4130943,-133050994.9,140.3798,140.376,140.384
2022/9/6 9:05,-22985198.69,-156036193.6,140.345,140.345,140.354
2022/9/6 9:06,-12017659.37,-168053853,140.2965,140.284,140.291
2022/9/6 9:07,4520547.27,-163533305.7,140.266,140.264,140.271
2022/9/6 9:08,-35889510,-199422815.7,140.2755,140.272,140.281
2022/9/6 9:09,-10689997.4,-210112813.1,140.2886,140.288,140.297
2022/9/6 9:10,-17413765,-227526578.1,140.293,140.282,140.289
2022/9/6 9:11,-5793512.68,-233320090.8,140.315,140.312,140.318
2022/9/6 9:12,-19800276,-253120366.8,140.318,140.314,140.322
2022/9/6 9:13,-1701458,-254821824.8,140.2972,140.293,140.3
2022/9/6 9:14,4393307.08,-250428517.7,140.312,140.307,140.316
2022/9/6 9:15,3110964,-247317553.7,140.305,140.299,140.307
2022/9/6 9:16,-9797828,-257115381.7,140.333,140.327,140.337
2022/9/6 9:17,-6512020,-263627401.7,140.323,140.317,140.325
2022/9/6 9:18,6708091.31,-256919310.4,140.336,140.335,140.34
2022/9/6 9:19,-15991376.68,-272910687,140.341,140.338,140.345
2022/9/6 9:20,-102005.85,-273012692.9,140.3614,140.358,140.369
2022/9/6 9:21,-2875349,-275888041.9,140.3435,140.34,140.347
2022/9/6 9:22,12266831,-263621210.9,140.3614,140.352,140.36
2022/9/6 9:23,3447495,-260173715.9,140.3623,140.357,140.366
2022/9/6 9:24,7733253,-252440462.9,140.3866,140.384,140.392
2022/9/6 9:25,5053365,-247387097.9,140.3725,140.374,140.38
2022/9/6 9:26,4660861,-242726236.9,140.3679,140.366,140.374
2022/9/6 9:27,-6363097,-249089333.9,140.3813,140.377,140.385
2022/9/6 9:28,6742939,-242346394.9,140.3625,140.357,140.362
2022/9/6 9:29,-1947440,-244293834.9,140.3376,140.335,140.342
2022/9/6 9:30,3159690,-241134144.9,140.3162,140.313,140.32
2022/9/6 9:31,-8519063,-249653207.9,140.3307,140.33,140.338
2022/9/6 9:32,-4575954,-254229161.9,140.325,140.322,140.33
2022/9/6 9:33,524746,-253704415.9,140.308,140.304,140.312
2022/9/6 9:34,-12564567,-266268982.9,140.346,140.34,140.346
2022/9/6 9:35,13693486.52,-252575496.4,140.336,140.328,140.33
2022/9/6 9:36,-300463,-252875959.4,140.3544,140.353,140.362
2022/9/6 9:37,-12124284.32,-265000243.7,140.356,140.351,140.359
2022/9/6 9:38,3530710.57,-261469533.1,140.347,140.347,140.354
2022/9/6 9:39,10215294.82,-251254238.3,140.364,140.359,140.366
2022/9/6 9:40,-6988691.52,-258242929.8,140.364,140.361,140.369
2022/9/6 9:41,1661817,-256581112.8,140.369,140.364,140.371
2022/9/6 9:42,1804728.91,-254776383.9,140.3555,140.349,140.356
2022/9/6 9:43,-1952613,-256728996.9,140.354,140.353,140.358
2022/9/6 9:44,-1292757,-258021753.9,140.3629,140.359,140.366
2022/9/6 9:45,-521876,-258543629.9,140.3755,140.372,140.379
2022/9/6 9:46,-937927,-259481556.9,140.3634,140.362,140.368
2022/9/6 9:47,5347066,-254134490.9,140.33,140.327,140.334
2022/9/6 9:48,8600197,-245534293.9,140.3318,140.319,140.324
2022/9/6 9:49,-14728124.84,-260262418.8,140.3122,140.309,140.316
2022/9/6 9:50,-12779469,-273041887.8,140.2978,140.293,140.301
2022/9/6 9:51,1030852,-272011035.8,140.326,140.322,140.328
2022/9/6 9:52,17497654,-254513381.8,140.3355,140.323,140.329
2022/9/6 9:53,9558605,-244954776.8,140.304,140.295,140.303
2022/9/6 9:54,-16301713.53,-261256490.3,140.2828,140.276,140.285
2022/9/6 9:55,-1977882.2,-263234372.5,140.27,140.28,140.289
2022/9/6 9:56,2660924.4,-260573448.1,140.3151,140.312,140.317
2022/9/6 9:57,7633668,-252939780.1,140.318,140.316,140.323
2022/9/6 9:58,3635313.22,-249304466.9,140.315,140.309,140.317
2022/9/6 9:59,7963413.31,-241341053.6,140.3041,140.3,140.308
2022/9/6 10:00,350351,-240990702.6,140.2855,140.28,140.287
2022/9/6 10:01,2648491,-238342211.6,140.316,140.309,140.318
2022/9/6 10:02,-33527039.59,-271869251.2,140.29,140.299,140.307
2022/9/6 10:03,13339080.39,-258530170.8,140.369,140.355,140.363
2022/9/6 10:04,21125567,-237404603.8,140.3593,140.355,140.363
2022/9/6 10:05,2121762,-235282841.8,140.363,140.357,140.366
2022/9/6 10:06,10988770.13,-224294071.6,140.362,140.363,140.365
2022/9/6 10:07,-930793.19,-225224864.8,140.36,140.356,140.361
2022/9/6 10:08,5328266.48,-219896598.3,140.331,140.325,140.331
2022/9/6 10:09,-942039,-220838637.3,140.3328,140.326,140.333
2022/9/6 10:10,649748.8,-220188888.5,140.323,140.313,140.319
2022/9/6 10:11,3853924.9,-216334963.6,140.312,140.315,140.319
2022/9/6 10:12,3254278,-213080685.6,140.339,140.334,140.341
2022/9/6 10:13,-247078,-213327763.6,140.3364,140.339,140.346
2022/9/6 10:14,-7761870,-221089633.6,140.331,140.33,140.333
2022/9/6 10:15,-1030322,-222119955.6,140.327,140.325,140.327
2022/9/6 10:16,6061192,-216058763.6,140.366,140.364,140.368
2022/9/6 10:17,2354736,-213704027.6,140.382,140.379,140.386
2022/9/6 10:18,2254141.56,-211449886.1,140.4098,140.407,140.412
2022/9/6 10:19,-419285.67,-211869171.7,140.4195,140.424,140.431
2022/9/6 10:20,-10464921,-222334092.7,140.3993,140.395,140.4
2022/9/6 10:21,-2821851,-225155943.7,140.394,140.391,140.399
2022/9/6 10:22,4223664,-220932279.7,140.399,140.398,140.405
2022/9/6 10:23,11355594.51,-209576685.2,140.3871,140.385,140.393
2022/9/6 10:24,-10720411,-220297096.2,140.3711,140.372,140.379
2022/9/6 10:25,9248701,-211048395.2,140.3692,140.364,140.371
2022/9/6 10:26,5674798,-205373597.2,140.377,140.377,140.381
2022/9/6 10:27,-15027547,-220401144.2,140.366,140.36,140.365
2022/9/6 10:28,3100320,-217300824.2,140.3566,140.355,140.361
2022/9/6 10:29,312949,-216987875.2,140.361,140.36,140.367
2022/9/6 10:30,1077064,-215910811.2,140.356,140.354,140.361
2022/9/6 10:31,-12398984.1,-228309795.3,140.3829,140.379,140.386
2022/9/6 10:32,-3685801.31,-231995596.6,140.392,140.389,140.397
2022/9/6 10:33,-2096976,-234092572.6,140.393,140.388,140.394
2022/9/6 10:34,-602094.06,-234694666.7,140.4194,140.414,140.421
2022/9/6 10:35,-4392297.49,-239086964.2,140.41,140.405,140.409
2022/9/6 10:36,-5572486.93,-244659451.1,140.396,140.391,140.399
2022/9/6 10:37,3506920,-241152531.1,140.374,140.377,140.384
2022/9/6 10:38,-6449264.89,-247601796,140.375,140.371,140.377
2022/9/6 10:39,-13618621,-261220417,140.362,140.359,140.366
2022/9/6 10:40,-8407785,-269628202,140.364,140.36,140.367
2022/9/6 10:41,-450112,-270078314,140.366,140.361,140.37
2022/9/6 10:42,-3761924,-273840238,140.412,140.402,140.41
2022/9/6 10:43,19783271,-254056967,140.375,140.367,140.375
2022/9/6 10:44,-9910266,-263967233,140.3673,140.365,140.371
2022/9/6 10:45,-1811390.64,-265778623.7,140.3824,140.376,140.385
2022/9/6 10:46,11361029,-254417594.7,140.4224,140.42,140.427
2022/9/6 10:47,4323848,-250093746.7,140.425,140.421,140.43
2022/9/6 10:48,-3318182.46,-253411929.1,140.4173,140.42,140.426
2022/9/6 10:49,2780013,-250631916.1,140.423,140.416,140.425
2022/9/6 10:50,-58099,-250690015.1,140.4097,140.409,140.416
2022/9/6 10:51,-9861121,-260551136.1,140.4027,140.397,140.405
2022/9/6 10:52,-709832,-261260968.1,140.4063,140.403,140.41
2022/9/6 10:53,-2431450,-263692418.1,140.404,140.402,140.409
2022/9/6 10:54,-271679,-263964097.1,140.393,140.39,140.397
2022/9/6 10:55,-2499035,-266463132.1,140.384,140.381,140.388
2022/9/6 10:56,-2138923,-268602055.1,140.3922,140.386,140.393
2022/9/6 10:57,-902277.77,-269504332.9,140.41,140.409,140.415
2022/9/6 10:58,1569786,-267934546.9,140.4053,140.402,140.409
2022/9/6 10:59,-3849623,-271784169.9,140.404,140.401,140.408
2022/9/6 11:00,2354760,-269429409.9,140.412,140.414,140.421
2022/9/6 11:01,8755144,-260674265.9,140.419,140.419,140.427
2022/9/6 11:02,-990771,-261665036.9,140.423,140.417,140.423
2022/9/6 11:03,1252370,-260412666.9,140.4225,140.419,140.428
2022/9/6 11:04,-5437966.52,-265850633.4,140.408,140.404,140.412
2022/9/6 11:05,11214016.46,-254636617,140.408,140.404,140.409
2022/9/6 11:06,565236,-254071381,140.4056,140.404,140.411
2022/9/6 11:07,6185335,-247886046,140.407,140.401,140.409
2022/9/6 11:08,10612733,-237273313,140.3954,140.395,140.402
2022/9/6 11:09,-7838790,-245112103,140.4076,140.406,140.411
2022/9/6 11:10,2448514.54,-242663588.4,140.4153,140.412,140.418
2022/9/6 11:11,-8093032.99,-250756621.4,140.4226,140.423,140.428
2022/9/6 11:12,-3236801,-253993422.4,140.4351,140.432,140.439
2022/9/6 11:13,7586520.99,-246406901.4,140.4499,140.446,140.454
2022/9/6 11:14,6332814,-240074087.4,140.466,140.465,140.472
2022/9/6 11:15,-5222230,-245296317.4,140.4546,140.451,140.456
2022/9/6 11:16,3350007.66,-241946309.8,140.473,140.474,140.48
2022/9/6 11:17,125334,-241820975.8,140.465,140.463,140.47
2022/9/6 11:18,5573967,-236247008.8,140.4684,140.47,140.477
2022/9/6 11:19,-8894357,-245141365.8,140.4754,140.476,140.478
2022/9/6 11:20,827333,-244314032.8,140.4659,140.463,140.47
2022/9/6 11:21,-2059317,-246373349.8,140.48,140.477,140.482
2022/9/6 11:22,-15839476,-262212825.8,140.459,140.455,140.461
2022/9/6 11:23,1629761,-260583064.8,140.477,140.477,140.484
2022/9/6 11:24,-3454818,-264037882.8,140.4897,140.492,140.499
2022/9/6 11:25,-629617.4,-264667500.2,140.4873,140.485,140.491
2022/9/6 11:26,12181523,-252485977.2,140.51,140.512,140.518
2022/9/6 11:27,-12051293,-264537270.2,140.4948,140.493,140.499
2022/9/6 11:28,-6284601.86,-270821872,140.504,140.495,140.504
2022/9/6 11:29,7330310,-263491562,140.5028,140.5,140.508
2022/9/6 11:30,4101340.2,-259390221.8,140.54,140.506,140.514
2022/9/6 11:31,663483,-258726738.8,140.511,140.505,140.511
2022/9/6 11:32,7441521,-251285217.8,140.524,140.526,140.532
2022/9/6 11:33,16395821,-234889396.8,140.554,140.55,140.558
2022/9/6 11:34,2398432.24,-232490964.6,140.5464,140.543,140.548
2022/9/6 11:35,9370301.93,-223120662.6,140.5565,140.56,140.565
2022/9/6 11:36,-5268422.01,-228389084.6,140.5571,140.556,140.561
2022/9/6 11:37,23631452,-204757632.6,140.553,140.551,140.558
2022/9/6 11:38,15229509.99,-189528122.7,140.5548,140.551,140.559
2022/9/6 11:39,-4633828,-194161950.7,140.553,140.554,140.559
2022/9/6 11:40,14724427,-179437523.7,140.543,140.542,140.55
2022/9/6 11:41,4756993,-174680530.7,140.546,140.541,140.548
2022/9/6 11:42,20124587.01,-154555943.6,140.525,140.523,140.53
2022/9/6 11:43,-837399.19,-155393342.8,140.5166,140.516,140.522
2022/9/6 11:44,982864,-154410478.8,140.527,140.525,140.533
2022/9/6 11:45,4073525,-150336953.8,140.531,140.528,140.535
2022/9/6 11:46,1815765,-148521188.8,140.5074,140.505,140.513
2022/9/6 11:47,-3254514,-151775702.8,140.51,140.506,140.514
2022/9/6 11:48,1428194.81,-150347508,140.508,140.506,140.512
2022/9/6 11:49,3163451,-147184057,140.5225,140.518,140.525
2022/9/6 11:50,-1359341,-148543398,140.5163,140.514,140.518
2022/9/6 11:51,-1167843,-149711241,140.511,140.506,140.513
2022/9/6 11:52,1275312.7,-148435928.3,140.5257,140.523,140.53
2022/9/6 11:53,748988.93,-147686939.4,140.527,140.525,140.532
2022/9/6 11:54,1411687.62,-146275251.8,140.5144,140.518,140.525
2022/9/6 11:55,-645711.1,-146920962.9,140.509,140.505,140.512
2022/9/6 11:56,2212602,-144708360.9,140.507,140.502,140.51
2022/9/6 11:57,-3837456,-148545816.9,140.4987,140.491,140.5
2022/9/6 11:58,2194097,-146351719.9,140.493,140.492,140.499
2022/9/6 11:59,-1219370.66,-147571090.5,140.4895,140.489,140.495
2022/9/6 12:00,-349157,-147920247.5,140.481,140.476,140.483
2022/9/6 12:01,-5201553,-153121800.5,140.479,140.474,140.483
2022/9/6 12:02,-5366769.86,-158488570.4,140.4888,140.487,140.493
2022/9/6 12:03,6608138,-151880432.4,140.495,140.491,140.497
2022/9/6 12:04,-65456.25,-151945888.6,140.499,140.5,140.508
2022/9/6 12:05,1325622,-150620266.6,140.505,140.502,140.508
2022/9/6 12:06,4627881,-145992385.6,140.498,140.494,140.502
2022/9/6 12:07,2630760.44,-143361625.2,140.489,140.487,140.494
2022/9/6 12:08,1096726,-142264899.2,140.499,140.494,140.501
2022/9/6 12:09,-275636,-142540535.2,140.495,140.492,140.501
2022/9/6 12:10,-1478827.77,-144019363,140.494,140.489,140.498
2022/9/6 12:11,10434928,-133584435,140.5,140.494,140.501
2022/9/6 12:12,-16641345.4,-150225780.4,140.495,140.491,140.497
2022/9/6 12:13,6630886,-143594894.4,140.4904,140.488,140.493
2022/9/6 12:14,-226917.12,-143821811.5,140.4901,140.486,140.494
2022/9/6 12:15,1730862,-142090949.5,140.4973,140.497,140.5
2022/9/6 12:16,-12941811.3,-155032760.8,140.5277,140.523,140.53
2022/9/6 12:17,4694042,-150338718.8,140.517,140.516,140.523
2022/9/6 12:18,8999093,-141339625.8,140.5117,140.509,140.515
2022/9/6 12:19,-6830000,-148169625.8,140.5029,140.503,140.51
2022/9/6 12:20,-3154113.45,-151323739.3,140.517,140.519,140.527
2022/9/6 12:21,18288007.71,-133035731.5,140.5188,140.515,140.523
2022/9/6 12:22,8617322.69,-124418408.9,140.518,140.513,140.521
2022/9/6 12:23,-2425943,-126844351.9,140.517,140.513,140.521
2022/9/6 12:24,15357158,-111487193.9,140.5208,140.513,140.521
2022/9/6 12:25,1250622.02,-110236571.8,140.509,140.504,140.511
2022/9/6 12:26,-1346367,-111582938.8,140.518,140.513,140.521
2022/9/6 12:27,3384942.13,-108197996.7,140.518,140.513,140.521
2022/9/6 12:28,-7813356.28,-116011353,140.522,140.517,140.525
2022/9/6 12:29,-1937338,-117948691,140.512,140.507,140.514
2022/9/6 12:30,8002396,-109946295,140.513,140.508,140.514
2022/9/6 12:31,4441427.4,-105504867.6,140.4918,140.484,140.491
2022/9/6 12:32,-1647641,-107152508.6,140.5008,140.496,140.504
2022/9/6 12:33,-7037299,-114189807.6,140.5104,140.505,140.511
2022/9/6 12:34,4801359,-109388448.6,140.5208,140.516,140.524
2022/9/6 12:35,3669136.99,-105719311.6,140.523,140.517,140.526
2022/9/6 12:36,17575825,-88143486.59,140.517,140.51,140.52
2022/9/6 12:37,989997,-87153489.59,140.524,140.518,140.526
